"Bid";"Author";"Year";"Title corrected";"General category";"Keywords";"Typology";"Period";"Subjects"
"VEA0009907";"a cura di Odilla Battiston";1991;"Tre monasteri scomparsi a Venezia sestiere di Castello : (S. Daniele, S.M. delle Vergini, S. Anna";"architecture";"churches";"primary";;"Chiesa cattolica. Venezia; VENEZIA - Monastero di San Daniele; VENEZIA - Monastero di Santa Maria delle Vergini - Fonti manoscritte; VENEZIA - Monastero di Sant'Anna; MONASTERO DI SAN DANIELE; MONASTERO DI SANTA MARIA DELLE VERGINI; MONASTERO DI SANT'ANNA; Venezia-chiese scomparse; Monasteri - Venezia - Sestiere di Castello; S. Anna; S. Daniele; S.M. delle Vergini; Venezia - Castello; Venezia - monasteri - storia"
"CFI0196332";"Grendler, Paul F";1991;"La scuola nel Rinascimento italiano";"history";"culture";;"renaissance";"ISTRUZIONE. ASPETTI GENERALI; RINASCIMENTO; SCUOLA - Storia - Italia - Sec. 14.-17.; VENEZIA - Scuole - Sec. 16.; Educazione - Rinascimento - Italia; Educazione"
"VEA0018646";"Ellero, Roberto";1991;"Giuseppe Compagnoni e gli ultimi anni della Repubblica di Venezia";"history";"individuals";;"xviii";"STORIA DI VENEZIA (PROV.); COMPAGNONI, GIUSEPPE; Venezia (Repubblica) - Storia - 1787-1796; Compagnoni, Giuseppe (1754-1833) - Studio giuridico; Venezia(Repubblica) - Storia ; XVIII"
"RAV0165912";"Concina, Ennio";1991;"La città degli ebrei : il ghetto di Venezia";"architecture";"jews";;"renaissance; xvii; xviii; xix";"ARCHITETTURA. Venezia (prov.); ARCHITETTURA - Venezia - Ghetto - Sec. 16.-19.; VENEZIA - Ghetto - Urbanistica - Sec. 16.-19.; EBREI - Italia; Ebrei - Storia; Urbanistica - Venezia ; XVI-XIX"
"VEA0034249";"Di Versi, Pietro";1991;"Raxion de' marineri : taccuino nautico del 15. secolo";"history";"maritime";"primary";"renaissance";"Trasporti marittimi. Storia, geografia; NAVIGAZIONE; NAVIGAZIONE - Sec. 15. - Manuali; Biblioteca nazionale Marciana - Ms. It. IV, 170; Ms. It. IV, 170 <manoscritto ; Biblioteca nazionale Marciana>; Nautica - Fonti veneziane - Sec. 15.; Venezia - navigazione - fonti; XV"
"BVE0005204";"Schulz, Anne Markham";1991;"Giambattista and Lorenzo Bregno : Venetian sculpture in the High Renaissance";"arts";"monuments; individuals";;"renaissance";"SCULTORI singoli; Singoli scultori.; RINASCIMENTO; BREGNO, LORENZO; BREGNO, GIOVANNI BATTISTA; SCULTURA - Venezia - Sec. 16.; Venezia-15. sec; Scultura-15. sec; Bregno, Giambattista; Scultura - Venezia; XV-XVI"
"CFI0200822";"Zamperetti, Sergio";1991;"I piccoli principi : signorie locali, feudi e comunità soggette nello Stato regionale veneto dall'espansione territoriale ai primi decenni del '600";"history";"politics";;"xvii";"STORIA DELL'ITALIA NORD-ORIENTALE; FEUDALESIMO; Venezia <Repubblica> - Storia - Sec. 17.; Signorie; Veneto - Stato regionale - Sec. 17.; Organizzazioni istituzionali - Venezia(Repubblica); XVII"
"VEA0020292";"Lowry, Martin";1991;"Nicolas Jenson and the rise of Venetian publishing in the Renaissance Europe";"history";"books; individuals";;"renaissance";"TIPOGRAFIA. VENEZIA <PROV.>; JENSON, NICOLAS; TIPOGRAFIA - Venezia - Storia - Origini; Stampa - Venezia; Stampa - Venezia - Storia; Jenson, Nicolas (1404ca-1480); Editoria - Venezia ; XV-XVI"
"VEA0017102";"Aldegani, Gianluca";1991;"Le corti : spazi pubblici e privati nella città di Venezia";"architecture";"social";;;"SISTEMAZIONE DEL PAESAGGIO (ARCHITETTURA DEL PAESAGGIO); CORTILI - Venezia; CORTI; Urbanistica-scienze urbane; Venezia - Edilizia"
"CFI0184772";"Canosa, Romano";1991;"Storia di una grande paura : la sodomia a Firenze e a Venezia nel Quattrocento";"history";"social";;"renaissance";"PRATICHE SESSUALI; OMOSESSUALITA - Venezia - Sec. 15.; OMOSESSUALITA - Firenze - Sec. 15.; OMOSESSUALITA - Sec. 15.; Costumi sessuali - Venezia; XV"
"RAV0158613";"Zorzi, Alvise";1991;"Canal Grande";"history";"social";;"xix";"STORIA DI VENEZIA (PROV.); VENEZIA - Vita sociale; VENEZIA - Storia; VITA SOCIALE; Venezia - Canal Grande - Storia; Canal Grande; Venezia - Storia ; XIX"
"VEA0022123";"Reato, Danilo";1991;"Storia del carnevale di Venezia";"history";"social; entertainment";;;"; MASCHERE - Venezia - Storia; CARNEVALE VENEZIANO - Storia; MASCHERE - Storia; CARNEVALE - Storia; VENEZIA - Carnevale - Storia; Carnevale - Venezia - Storia"
"CFI0217855";"Bisà, Marco";1991;"Il ponte di Rialto : un restauro a Venezia";"architecture";"urban";;;"ARCHITETTURA DI ALTRI EDIFICI DI USO PUBBLICO. PONTI, GALLERIE, FOSSATI. Venezia (prov.); VENEZIA - Ponte di Rialto - Restauro; Restauro artistico; Venezia - restauri"
"PUV0260431";"Jacov, Marko";1991;"Le guerre veneto-turche del 17. secolo in Dalmazia";"history";"war; politics";;"xvii";"STORIA DELLA CROAZIA; VENEZIA <REPUBBLICA> - Storia; GUERRA DI CANDIA. 1645-1669; GUERRA DI MOREA. 1684-1699; DALMAZIA - Storia - Sec. 17.; Venezia (Repubblica) - Guerra di Candia 1645-1669; Venezia (Repubblica) - Guerra di Morea 1648-1669; Guerra di Candia; Guerra di Morea; Guerra di Candia <1645-1669>; Venezia (repubblica) - storia militare; XVII"
"PUV0090408";"Venezia";1991;"I patti con Brescia : 1252-1339";"history";"politics";"primary";"middle ages";"Trattati bilaterali. Venezia. 1200-1299; Trattati bilaterali. Venezia e Brescia; ARCHIVI DI STATO - Venezia - Inventari; BRESCIA - Relazioni con Venezia - Sec. 13.-14.; Venezia - Relazioni internazionali - Brescia - 1252-1339; Trattati - Venezia(Repubblica) ; XIII-XIV"
"VEA0038767";;1991;"{Dispacci.} 3: 27 maggio 1597-2 novembre 1604";"history";"politics";"primary";"xvii";"AMBASCIATORI VENETI - Napoli - Relazioni - 1597-1604; VENEZIA <REPUBBLICA> E REGNO DI NAPOLI - Relazioni diplomatiche - 1597-1604 - Fonti archivistiche; Ambasciatori veneti - Relazioni - Napoli; Venezia - ambasciatori - relazioni; XVI-XVII"
"VEA0040539";;1991;"{Dispacci.} 7: 16 novembre 1632-18 maggio 1638";"history";"politics";"primary";"xvii";"AMBASCIATORI VENETI - Napoli - Relazioni - 1632-1638; VENEZIA <REPUBBLICA> E REGNO DI NAPOLI - Relazioni diplomatiche - 1632-1638 - Fonti archivistiche; Ambasciatori veneti - Relazioni - Napoli; Venezia - ambasciatori - relazioni; XVII"
"VEA0028765";"Fabbiani, Licia";1992;"La Fondazione Monastica di San Nicolo di Lido : 1053-1628";"architecture";"churches";;"middle ages; renaissance";"; LIDO <VENEZIA> - Monastero di San Nicolo - Sec.11.-17.; LIDO - Monastero di San Nicolo; Architettura monastica; Venezia - Lido - monasteri"
"VEA0035763";"a cura di Odilla Battiston ... \et al";1992;"Chiese e monasteri distrutti a Castello dopo il 1807 : (S. Domenico, S. Nicolo di Bari, Ospedale di Messer Gesu Cristo, Seminario Ducale, convento della Cappuccine, S. Antonio";"architecture";"churches";;"xix";"Chiesa cattolica. Venezia; VENEZIA - Sestiere di Castello - Chiese - Distruzione - Sec. 19.; SESTIERE DI CASTELLO - Chiese - Distruzione - Sec. 19.; Venezia - monasteri - storia; XIX"
"RAV0187874";"Canova, Antonio";1992;"Antonio Canova";"arts";"individuals";"catalogue";"xviii";"SCULTORI; SCULTORI; CANOVA, ANTONIO; CANOVA, ANTONIO - Esposizioni - Venezia - 1992; Esposizioni - Possagno - 1992; Esposizioni - Venezia - 1992"
"RAV0188125";;1992;"Leonardo & Venezia";"arts";"individuals";"catalogue";;"ARTISTI DI OGNI AREA, REGIONE, LUOGO; LEONARDO DA VINCI - Esposizioni - Venezia - 1992; Leonardo <da Vinci> - Esposizioni - 1992"
"VEA0048711";"Rosenthal, Margaret F";1992;"The honest courtesan : Veronica Franco citizen and writer in sixteenth-century Venice";"history";"individuals; politics";;"renaissance";"; VENEZIA - Vita artistica e culturale - Sec. 16.; FRANCO, VERONICA; FRANCO, VERONICA - Biografia; FRANCO, VERONICA - Biografia; Cultura - Venezia; XVI"
"PAL0072351";"Hochmann, Michel";1992;"Peintres et commanditaires à Venise, 1540-1628";"arts";"painting";;"renaissance";"PITTURA. Venezia (prov.); PITTORI - Condizioni economiche e sociali - Venezia - Sec. 16.-17.; PITTURA - Aspetti socio-culturali - Venezia - Sec. 16.-17.; Mercanti-committenze-sponsorizzazioni; Arte - Venezia; XVI-XVII"
"VEA0046503";"Goy, Richard John";1992;"The house of gold : building a palace in Medieval Venice";"architecture";"palaces";;"middle ages";"Architettura di palazzi e castelli. Venezia.; VENEZIA - Galleria Giorgio Franchetti; CA' D'ORO - Storia; Cà d'Oro - Storia; Venezia (Repubblica) - Architettura - Sec. 15.; Cà d'Oro; Venezia (Repubblica) - Architettura; Architettura - Venezia; XV"
"UFI0193411";"Maretto, Paolo";1992;"La casa veneziana nella storia della citta dalle origini all'Ottocento";"architecture";"social";;"middle ages; renaissance; xvii; xviii; xix";"Architettura di edifici per abitazione. Venezia.; Abitazioni - Venezia - Sec. 12.-19.; Architettura - Venezia; XI-XX"
"VEA1141200";"Vittorio Gottardo";1992;"Ora é tempo di bere : una breve storia del vino a Venezia";"history";"social; entertainment";;;"Vino - Consumo - Venezia - Storia"
"MOD0146927";"Elisabeth Crouzet-Pavan";1992;"Sopra le acque salse : espaces, pouvoir et societe a Venise a la fin du Moyen Age";"history";"social; politics";;"middle ages";"Venezia - Sec. 13.-15."
"VEA0035877";"Gianpietro Zucchetta";1992;"Venezia ponte per ponte : ...vita, morte e miracoli ... dei 443 manufatti che attraversano i canali della citta";"architecture";"urban";;;"VENEZIA - Storia; Viabilita' - Venezia - Storia"
"CFI0217225";"Perini, Sergio";1992;"Chioggia al tramonto del Medioevo";"history";;;"middle ages; renaissance";"STORIA DI VENEZIA (PROV.); Chioggia - Storia - Medioevo; Chioggia - Storia medievale"
"CFI0213977";"Dario, Giovanni";1992;"22 dispacci da Costantinopoli al doge Giovanni Mocenigo";"history";"politics";"primary";"renaissance";"RELAZIONI INTERNAZIONALI. Venezia (prov.)-Medio Oriente (Vicino Oriente); AMBASCIATORI VENETI - Relazioni; AMBASCIATORI - Relazioni; AMBASCIATORI VENETI; VENEZIA <REPUBBLICA> - Relazioni con l'Impero ottomano - 1484; RELAZIONI CON L'IMPERO OTTOMANO - 1484; Ambasciatori veneti - Relazioni - Sec. 15"
"CFI0209018";"Cozzi, Gaetano";1992;"2: Dal 1517 alla fine della Repubblica";"history";;;"renaissance; xvii; xviii";"Storia. Veneto. 1516-1797; Venezia(Repubblica) - Storia ; XVI-XVIII"
"VEA0040542";;1992;"{Dispacci.} 16: 10 giugno 1732-4 luglio 1739";"history";"politics";"primary";"xviii";"AMBASCIATORI VENETI - Napoli - Relazioni - 1732-1739; VENEZIA <REPUBBLICA> E REGNO DI NAPOLI - Relazioni diplomatiche - 1732-1739 - fonti archivistiche; Ambasciatori veneti - Relazioni - Napoli; Venezia - ambasciatori - relazioni; XVIII"
"RML0034027";;1992;"{Dispacci.} 21: 19 settembre 1778-17 agosto 1790";"history";"politics";"primary";"xviii";"Ambasciatori veneti - Relazioni - Napoli; Venezia - ambasciatori - relazioni; XVIII"
"VEA0047833";"a cura di Odilla Battiston ... [et al.";1993;"Un piccolo regno teocratico nel cuore di Venezia: il monastero di San Lorenzo";"history";"churches";;;"Chiesa cattolica. Venezia; VENEZIA - Monastero di San Lorenzo; MONASTERO DI SAN LORENZO; Monastero di San Lorenzo (Venezia) - Storia; Venezia - monasteri - storia"
"BVE0044553";"Boholm, Åsa";1993;"Venetian worlds : nobility and the cultural construction of society";"history";"elites; culture";;;"STORIA DI VENEZIA (PROV.); STORIA. VENEZIA (PROV.); VENEZIA <REPUBBLICA> - Vita sociale; VENEZIA <REPUBBLICA> - Storia sociale; VITA SOCIALE; Aristocrazia veneziana; Venezia (Repubblica) - Classi sociali; Societa' - Venezia(Repubblica)"
"BVE0051905";"Viggiano, Alfredo";1993;"Governanti e governati : legittimità del potere ed esercizio dell'autorità sovrana nello Stato veneto della prima età moderna";"history";"government";;"renaissance";"STORIA DI VENEZIA (PROV.); VENEZIA <REPUBBLICA> E TERRAFERMA - Sec. 15.-16.; TERRAFERMA - Governo - Sec. 15.-16.; Giustizia - Venezia <Repubblica> - Sec.14.-16.; Venezia (Repubblica) - Storia - Sec. 15."
"VIA0043096";"Vianello, Andrea";1993;"L' arte dei calegheri e zavateri di Venezia tra 17. e 18. secolo";"history";"guilds; crafts";;"xvii; xviii";"; CALZOLERIA - Venezia - Sec. 17.-18.; ARTE DEI CALEGHERI - SEC. 17.-18.; Venezia - Artigianato; Calzolai - Venezia - Sec. 17.-18.; Calzolai; Commercio - Venezia ; XVII-XVIII"
"VEA0047982";"Gleason, Elisabeth G";1993;"Gasparo Contarini : Venice, Rome, and Reform";"history";"individuals; religion";;"renaissance";"STORIA DI VENEZIA (PROV.); STORIA. VENEZIA (PROV.); Contarini, Gasparo (1483-1542); Contarini, Gasparo"
"MIL0186180";"Sallach, Elke";1993;"Studien zum venezianischen Wortschatz des 15. und 16. Jahrhunderts";"history";"literature";;"renaissance";"Italiano. Forme non standard della lingua. Veneto. Dizionari.; LINGUA ITALIANA. DIALETTI NORD-ORIENTALI E VENETI; DIALETTI VENETI - Venezia - Sec. 15.-16.; DIALETTO - Sec. 15.-16.; Dialetti veneti - Lessico - Venezia - Sec. 15.-16."
"VEA0051264";"Jacoff, Michael";1993;"The horses of San Marco and the quadriga of the lord";"arts";"monuments";;;"Procedimenti e rappresentazioni della scultura. Iconografia. Animali.; VENEZIA - Chiesa di San Marco - Cavalli - Storia; CHIESA DI SAN MARCO - Cavalli del pronao; Venezia-Basilica Marciana; San Marco; Cavalli di San Marco; Scultura - San Marco(basilica)"
"VEA0043741";"Baldauf-Berdes, Jane L";1993;"Women musicians of Venice : musical foundations 1525-1855";"arts";"music; gender";;"renaissance; xvii; xviii; xix";"RACCOLTE DI PARTITURE E DI PARTI DI PIU COMPOSITORI; MUSICA. Gruppi di persone; MUSICA - Venezia - Sec. 16.-19.; MUSICISTE - Venezia - Sec. 16.-19.; MUSICA - Sec. 16.-19.; Donna nella musica - Venezia - 1525-1855; Musica - Venezia - Storia - 1525-1855; Musica - Venezia ; XVI-XIX"
"VEA0047177";"Laini, Marinella";1993;"Vita musicale a Venezia durante la Repubblica : istituzioni e mecenatismo";"arts";"music; government";;"renaissance; xvii; xviii; xix";"MUSICA. Venezia; MUSICA; MUSICA - Venezia - Sec. 16.-19.; VENEZIA <REPUBBLICA> - Vita artistica e culturale; MUSICA - Venezia <Repubblica>; VITA ARTISTICA E CULTURALE; Musica - Venezia; Musica - Venezia (Repubblica) - Storia"
"VEA0046369";"Romanelli, Giandomenico";1993;"Ca' Corner della Ca' Granda : architettura e committenza nella Venezia del Cinquecento";"architecture";"palaces";;"renaissance";"ARCHITETTURA DI EDIFICI PUBBLICI. SEDI DI ORGANI LOCALI E MUNICIPALI. Venezia (prov.); VENEZIA - Palazzo Corner della Ca' Granda; PALAZZO CORNER DELLA CA'GRANDA; Venezia-16. sec; Mercanti-committenze-sponsorizzazioni; Venezia-architettura; Palazzi - Venezia - Storia; Architettura - Venezia ; XVI"
"VEA0090338";"Arbore-Popescu, Grigore";1993;"Palazzo Papadopoli a Venezia";"architecture";"palaces";;;"Venezia - Palazzo Papadopoli; Architettura - Venezia"
"MIL0177867";"Venezia";1993;"I trattati con Bisanzio, 992-1198";"history";"politics";"primary";"middle ages";"RELAZIONI INTERNAZIONALI. Italia nord-orientale; VENEZIA <REPUBBLICA> - Relazioni con l'Impero d'Oriente - 992-1198 - Documenti; RELAZIONI CON L'IMPERO D'ORIENTE - 992-1198 - Documenti; Venezia - Relazioni internazionali - Bisanzio; Venezia - Rapporti [con l'] Oriente - Fonti ; X-XII"
"PUV0160529";"Venezia";1993;"Il patto con Fano 1141";"history";"politics";"primary";"middle ages";"STORIA DI PESARO E URBINO (PROV.); STORIA DI PESARO E URBINO (PROV.); Venezia - Relazioni internazionali - Fano - 1141; Trattati - Venezia ; XII"
"UBO1441232";"Rendina, Claudio";1993;"I dogi : storia e segreti";"history";"politics";;;"Storia. Venezia; VENEZIA - Storia; Dogi veneziani - Biografie; Dogi - Biografie"
"RAV0222195";"Menniti Ippolito, Antonio";1993;"Politica e carriere ecclesiastiche nel secolo 17. : i vescovi veneti fra Roma e Venezia";"history";"politics; religion";;"xvii";"CHIESA CATTOLICA ROMANA. Italia nord-orientale; Venezia; SANTA SEDE; CLERO - Venezia <Repubblica> - Sec. 17.; VENEZIA <REPUBBLICA> - Relazioni con la Santa Sede - Sec. 17.; RELAZIONI CON LA SANTA SEDE - Sec. 17.; Politica ecclesiastica; Venezia (Repubblica) e Santa Sede - Sec. 16.-17."
"VEA0046187";"Humfrey, Peter";1993;"The altarpiece in Renaissance Venice";"arts";"religion";;"renaissance";"RELIGIONE E SIMBOLISMO RELIGIOSO NELL'ICONOGRAFIA. CRISTIANITA. Venezia (prov.); PALE D'ALTARE - Sec. 15.-16.; RINASCIMENTO; PALE D'ALTARE; ALTARI - Venezia - Sec. 16.; ALTARI - Sec. 16.; Arte - Venezia; XV-XVI"
"RAV0228502";"Romano, Dennis";1993;"Patrizi e popolani : la societa veneziana nel Trecento";"history";"social";;"middle ages";"CLASSI SOCIALI. Italia nord-orientale; VENEZIA - Storia; VENEZIA - Storia sociale - Sec. 14.; STORIA SOCIALE - Sec. 14.; CLASSI SOCIALI - Venezia <Repubblica> - Sec. 14.; Venezia - Storia - Medioevo; Venezia (Repubblica) - Classi sociali - Sec. 7.-16.; Classi sociali - Venezia(Repubblica) ; XIV"
"VEA0043918";"Gottardo, Vittorio";1993;"Osterie del leone : il vino nella Venezia medioevale";"history";"social; entertainment";;"middle ages";"COMMERCIO INTERNO. Vino. Venezia (prov.); VENEZIA - Osterie - Sec. 13.-15.; VENEZIA - Osterie - Sec. 13.-15.; VENEZIA - Osterie - Sec. 14.; OSTERIE - Sec. 14.; Osterie - Venezia - Medioevo; Vino - Consumo - Venezia - Medioevo"
"MIL0181593";"dirige par Philippe Braunstein";1993;"Venise 1500 : la puissance, la novation et la concorde";"history";;;"renaissance";"STORIA DI VENEZIA (PROV.); VENEZIA - Storia - Sec. 16.; VENEZIA - Storia - Sec. 15.; STORIA - Sec. 16.; Venezia(Repubblica) - Storia ; XVI"
"BVE0058909";"Augusti, Adriana";1994;"Chiesa di San Sebastiano : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Chiesa di San Sebastiano; CHIESA DI SAN SEBASTIANO; Venezia - chiese"
"BVE0058910";"Bertoli, Bruno";1994;"Chiesa di San Zaccaria : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; Chiesa di San Zaccaria <Venezia>; CHIESA DI SAN ZACCARIA; Venezia - chiese"
"BVE0058889";"Caputo, Gianmatteo";1994;"Chiesa di San Trovaso : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Chiesa di San Trovaso; CHIESA DI SAN TROVASO; Venezia - chiese"
"VEA0069955";"Chiari Moretto Wiel, Maria Agnese";1994;"Chiesa di San Giovanni in Bragora : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Chiesa di San Giovanni in Bragora; CHIESA DI SAN GIOVANNI IN BRAGORA; Venezia - Chiesa di San Giovanni Battista in Bragora; Venezia - chiese"
"BVE0058907";"Gallo, Andrea";1994;"Chiesa del Redentore : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Chiesa del Redentore; CHIESA DEL REDENTORE; Venezia-chiese; Venezia - chiese"
"UMC0980703";"Gallo, Andrea";1994;"Chiesa di San Giobbe : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Chiesa di San Giobbe; CHIESA DI SAN GIOBBE; Venezia - chiese"
"VEA0069954";"Niero, Antonio";1994;"Chiesa dei Gesuati : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; VENEZIA - Chiesa di Santa Maria del Rosario; CHIESA DI SANTA MARIA DEL ROSARIO; Venezia-chiese"
"VEA0069971";"Riccato, Luisa";1994;"Chiesa della Madonna dell'Orto : arte e devozione";"architecture";"churches";;;"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; CHIESA DELLA MADONNA DELL'ORTO; VENEZIA - Chiesa della Madonna dell'Orto; Venezia-chiese"
"VEA0070582";"Davanzo Poli, Doretta";1994;"Le stoffe dei veneziani";"arts";"crafts";;"middle ages; renaissance; xvii; xviii; xix";"ARTI E ARTIGIANATO TESSILI. Italia nord-orientale Veneto; ; TESSUTI - Venezia - Storia; TESSUTI - Storia; Stoffe - Sec.13.-19."
"VEA0070954";"1: 1090-1198";1994;"Gli atti originali della Cancelleria veneziana";"history";"government";"primary";"middle ages";"Venezia (Repubblica) - Cancelleria Ducale - Documenti; Venezia (repubblica) - documenti; XI-XII"
"VEA0065368";"Grossato, Alessandro";1994;"Navigatori e viaggiatori veneti sulla rotta per l'India : da Marco Polo ad Angelo Legrenzi";"history";"individuals";;;"GEOGRAFIA. ASIA MERIDIONALE; VIAGGIATORI VENEZIANI - India; VIAGGIATORI - India; Venezia - Rapporti [con l']Oriente"
